id,query,answer,choices,gold,label_type
headlines8408,"Consider whether the headline mentions the price of gold. Is the news headline discussing a Direction Constant related to gold? Please respond with Yes or No.
Text: Gold at 8-month low: Should you start your festive buying early?
Answer:",No,"[Yes, No]",1,""
headlines8409,"Consider whether the headline mentions the price of gold. Is the news headline discussing a Direction Down related to gold? Please respond with Yes or No.
Text: Gold at 8-month low: Should you start your festive buying early?
Answer:",Yes,"[Yes, No]",0,""
headlines8410,"Consider whether the headline mentions the price of gold. Is the news headline discussing a PastPrice related to gold? Please respond with Yes or No.
Text: Gold at 8-month low: Should you start your festive buying early?
Answer:",Yes,"[Yes, No]",0,""
headlines8411,"Consider whether the headline mentions the price of gold. Is the news headline discussing a FuturePrice related to gold? Please respond with Yes or No.
Text: Gold at 8-month low: Should you start your festive buying early?
Answer:",No,"[Yes, No]",1,""
headlines8412,"Consider whether the headline mentions the price of gold. Is the news headline discussing a PastNews related to gold? Please respond with Yes or No.
Text: Gold at 8-month low: Should you start your festive buying early?
Answer:",No,"[Yes, No]",1,""
headlines8413,"Consider whether the headline mentions the price of gold. Is the news headline discussing a FutureNews related to gold? Please respond with Yes or No.
Text: Gold at 8-month low: Should you start your festive buying early?
Answer:",No,"[Yes, No]",1,""
headlines8414,"Consider whether the headline mentions the price of gold. Is the news headline discussing a Asset Comparision related to gold? Please respond with Yes or No.
Text: Gold at 8-month low: Should you start your festive buying early?
Answer:",No,"[Yes, No]",1,""
headlines8415,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Price or Not pertaining to gold? Your response should be Yes or No.
Text: gold falls on robust u.s. jobs data, ecb language
Answer:",Yes,"[Yes, No]",0,""
headlines8416,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Direction Up pertaining to gold? Your response should be Yes or No.
Text: gold falls on robust u.s. jobs data, ecb language
Answer:",No,"[Yes, No]",1,""
headlines8417,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Direction Constant pertaining to gold? Your response should be Yes or No.
Text: gold falls on robust u.s. jobs data, ecb language
Answer:",No,"[Yes, No]",1,""
headlines8418,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Direction Down pertaining to gold? Your response should be Yes or No.
Text: gold falls on robust u.s. jobs data, ecb language
Answer:",Yes,"[Yes, No]",0,""
headlines8419,"Look for indications that the price of gold is increasing. In the news headline, can you identify a PastPrice pertaining to gold? Your response should be Yes or No.
Text: gold falls on robust u.s. jobs data, ecb language
Answer:",Yes,"[Yes, No]",0,""
headlines8420,"Look for indications that the price of gold is increasing. In the news headline, can you identify a FuturePrice pertaining to gold? Your response should be Yes or No.
Text: gold falls on robust u.s. jobs data, ecb language
Answer:",No,"[Yes, No]",1,""
headlines8421,"Look for indications that the price of gold is increasing. In the news headline, can you identify a PastNews pertaining to gold? Your response should be Yes or No.
Text: gold falls on robust u.s. jobs data, ecb language
Answer:",No,"[Yes, No]",1,""
headlines8422,"Look for indications that the price of gold is increasing. In the news headline, can you identify a FutureNews pertaining to gold? Your response should be Yes or No.
Text: gold falls on robust u.s. jobs data, ecb language
Answer:",No,"[Yes, No]",1,""
headlines8423,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Asset Comparision pertaining to gold? Your response should be Yes or No.
Text: gold falls on robust u.s. jobs data, ecb language
Answer:",No,"[Yes, No]",1,""
headlines8424,"Consider whether the headline mentions the price of gold. Is the news headline discussing a Price or Not related to gold? Please respond with Yes or No.
Text: if china slows down u.s. debt buying, will gold rally or plunge?
Answer:",No,"[Yes, No]",1,""
headlines8425,"Consider whether the headline mentions the price of gold. Is the news headline discussing a Direction Up related to gold? Please respond with Yes or No.
Text: if china slows down u.s. debt buying, will gold rally or plunge?
Answer:",No,"[Yes, No]",1,""
headlines8426,"Consider whether the headline mentions the price of gold. Is the news headline discussing a Direction Constant related to gold? Please respond with Yes or No.
Text: if china slows down u.s. debt buying, will gold rally or plunge?
Answer:",No,"[Yes, No]",1,""
headlines8427,"Consider whether the headline mentions the price of gold. Is the news headline discussing a Direction Down related to gold? Please respond with Yes or No.
Text: if china slows down u.s. debt buying, will gold rally or plunge?
Answer:",No,"[Yes, No]",1,""
headlines8428,"Consider whether the headline mentions the price of gold. Is the news headline discussing a PastPrice related to gold? Please respond with Yes or No.
Text: if china slows down u.s. debt buying, will gold rally or plunge?
Answer:",No,"[Yes, No]",1,""
headlines8429,"Consider whether the headline mentions the price of gold. Is the news headline discussing a FuturePrice related to gold? Please respond with Yes or No.
Text: if china slows down u.s. debt buying, will gold rally or plunge?
Answer:",No,"[Yes, No]",1,""
headlines8430,"Consider whether the headline mentions the price of gold. Is the news headline discussing a PastNews related to gold? Please respond with Yes or No.
Text: if china slows down u.s. debt buying, will gold rally or plunge?
Answer:",Yes,"[Yes, No]",0,""
headlines8431,"Consider whether the headline mentions the price of gold. Is the news headline discussing a FutureNews related to gold? Please respond with Yes or No.
Text: if china slows down u.s. debt buying, will gold rally or plunge?
Answer:",No,"[Yes, No]",1,""
headlines8432,"Consider whether the headline mentions the price of gold. Is the news headline discussing a Asset Comparision related to gold? Please respond with Yes or No.
Text: if china slows down u.s. debt buying, will gold rally or plunge?
Answer:",No,"[Yes, No]",1,""
headlines8433,"Consider whether the headline mentions the price of gold. Is the news headline discussing a Price or Not related to gold? Please respond with Yes or No.
Text: comex gold pares some gains after factory orders data
Answer:",Yes,"[Yes, No]",0,""
headlines8434,"Consider whether the headline mentions the price of gold. Is the news headline discussing a Direction Up related to gold? Please respond with Yes or No.
Text: comex gold pares some gains after factory orders data
Answer:",Yes,"[Yes, No]",0,""
headlines8435,"Consider whether the headline mentions the price of gold. Is the news headline discussing a Direction Constant related to gold? Please respond with Yes or No.
Text: comex gold pares some gains after factory orders data
Answer:",No,"[Yes, No]",1,""
headlines8436,"Consider whether the headline mentions the price of gold. Is the news headline discussing a Direction Down related to gold? Please respond with Yes or No.
Text: comex gold pares some gains after factory orders data
Answer:",No,"[Yes, No]",1,""
headlines8437,"Consider whether the headline mentions the price of gold. Is the news headline discussing a PastPrice related to gold? Please respond with Yes or No.
Text: comex gold pares some gains after factory orders data
Answer:",Yes,"[Yes, No]",0,""
headlines8438,"Consider whether the headline mentions the price of gold. Is the news headline discussing a FuturePrice related to gold? Please respond with Yes or No.
Text: comex gold pares some gains after factory orders data
Answer:",No,"[Yes, No]",1,""
headlines8439,"Consider whether the headline mentions the price of gold. Is the news headline discussing a PastNews related to gold? Please respond with Yes or No.
Text: comex gold pares some gains after factory orders data
Answer:",No,"[Yes, No]",1,""
headlines8440,"Consider whether the headline mentions the price of gold. Is the news headline discussing a FutureNews related to gold? Please respond with Yes or No.
Text: comex gold pares some gains after factory orders data
Answer:",No,"[Yes, No]",1,""
headlines8441,"Consider whether the headline mentions the price of gold. Is the news headline discussing a Asset Comparision related to gold? Please respond with Yes or No.
Text: comex gold pares some gains after factory orders data
Answer:",No,"[Yes, No]",1,""
headlines8442,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Price or Not pertaining to gold? Your response should be Yes or No.
Text: gold steady as dollar holds gains made after us jobs data
Answer:",Yes,"[Yes, No]",0,""
headlines8443,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Direction Up pertaining to gold? Your response should be Yes or No.
Text: gold steady as dollar holds gains made after us jobs data
Answer:",No,"[Yes, No]",1,""
headlines8444,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Direction Constant pertaining to gold? Your response should be Yes or No.
Text: gold steady as dollar holds gains made after us jobs data
Answer:",Yes,"[Yes, No]",0,""
headlines8445,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Direction Down pertaining to gold? Your response should be Yes or No.
Text: gold steady as dollar holds gains made after us jobs data
Answer:",No,"[Yes, No]",1,""
headlines8446,"Look for indications that the price of gold is increasing. In the news headline, can you identify a PastPrice pertaining to gold? Your response should be Yes or No.
Text: gold steady as dollar holds gains made after us jobs data
Answer:",Yes,"[Yes, No]",0,""
headlines8447,"Look for indications that the price of gold is increasing. In the news headline, can you identify a FuturePrice pertaining to gold? Your response should be Yes or No.
Text: gold steady as dollar holds gains made after us jobs data
Answer:",No,"[Yes, No]",1,""
headlines8448,"Look for indications that the price of gold is increasing. In the news headline, can you identify a PastNews pertaining to gold? Your response should be Yes or No.
Text: gold steady as dollar holds gains made after us jobs data
Answer:",No,"[Yes, No]",1,""
headlines8449,"Look for indications that the price of gold is increasing. In the news headline, can you identify a FutureNews pertaining to gold? Your response should be Yes or No.
Text: gold steady as dollar holds gains made after us jobs data
Answer:",No,"[Yes, No]",1,""
headlines8450,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Asset Comparision pertaining to gold? Your response should be Yes or No.
Text: gold steady as dollar holds gains made after us jobs data
Answer:",Yes,"[Yes, No]",0,""
headlines8451,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Price or Not in gold commodities? Please answer Yes or No.
Text: Expect gold to trade negative: Sushil Finance
Answer:",Yes,"[Yes, No]",0,""
headlines8452,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Direction Up in gold commodities? Please answer Yes or No.
Text: Expect gold to trade negative: Sushil Finance
Answer:",No,"[Yes, No]",1,""
headlines8453,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Direction Constant in gold commodities? Please answer Yes or No.
Text: Expect gold to trade negative: Sushil Finance
Answer:",No,"[Yes, No]",1,""
headlines8454,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Direction Down in gold commodities? Please answer Yes or No.
Text: Expect gold to trade negative: Sushil Finance
Answer:",Yes,"[Yes, No]",0,""
headlines8455,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a PastPrice in gold commodities? Please answer Yes or No.
Text: Expect gold to trade negative: Sushil Finance
Answer:",No,"[Yes, No]",1,""
headlines8456,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a FuturePrice in gold commodities? Please answer Yes or No.
Text: Expect gold to trade negative: Sushil Finance
Answer:",Yes,"[Yes, No]",0,""
headlines8457,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a PastNews in gold commodities? Please answer Yes or No.
Text: Expect gold to trade negative: Sushil Finance
Answer:",No,"[Yes, No]",1,""
headlines8458,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a FutureNews in gold commodities? Please answer Yes or No.
Text: Expect gold to trade negative: Sushil Finance
Answer:",No,"[Yes, No]",1,""
headlines8459,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Asset Comparision in gold commodities? Please answer Yes or No.
Text: Expect gold to trade negative: Sushil Finance
Answer:",No,"[Yes, No]",1,""
headlines8460,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Price or Not in gold commodities? Please answer Yes or No.
Text: Gold futures down at Rs 31,345 on weak global cues
Answer:",Yes,"[Yes, No]",0,""
headlines8461,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Direction Up in gold commodities? Please answer Yes or No.
Text: Gold futures down at Rs 31,345 on weak global cues
Answer:",No,"[Yes, No]",1,""
headlines8462,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Direction Constant in gold commodities? Please answer Yes or No.
Text: Gold futures down at Rs 31,345 on weak global cues
Answer:",No,"[Yes, No]",1,""
headlines8463,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Direction Down in gold commodities? Please answer Yes or No.
Text: Gold futures down at Rs 31,345 on weak global cues
Answer:",Yes,"[Yes, No]",0,""
headlines8464,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a PastPrice in gold commodities? Please answer Yes or No.
Text: Gold futures down at Rs 31,345 on weak global cues
Answer:",Yes,"[Yes, No]",0,""
headlines8465,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a FuturePrice in gold commodities? Please answer Yes or No.
Text: Gold futures down at Rs 31,345 on weak global cues
Answer:",No,"[Yes, No]",1,""
headlines8466,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a PastNews in gold commodities? Please answer Yes or No.
Text: Gold futures down at Rs 31,345 on weak global cues
Answer:",No,"[Yes, No]",1,""
headlines8467,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a FutureNews in gold commodities? Please answer Yes or No.
Text: Gold futures down at Rs 31,345 on weak global cues
Answer:",No,"[Yes, No]",1,""
headlines8468,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Asset Comparision in gold commodities? Please answer Yes or No.
Text: Gold futures down at Rs 31,345 on weak global cues
Answer:",No,"[Yes, No]",1,""
headlines8469,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Price or Not pertaining to gold? Your response should be Yes or No.
Text: gold zooms above rs 32,000-level on strong marriage season demand
Answer:",Yes,"[Yes, No]",0,""
headlines8470,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Direction Up pertaining to gold? Your response should be Yes or No.
Text: gold zooms above rs 32,000-level on strong marriage season demand
Answer:",Yes,"[Yes, No]",0,""
headlines8471,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Direction Constant pertaining to gold? Your response should be Yes or No.
Text: gold zooms above rs 32,000-level on strong marriage season demand
Answer:",No,"[Yes, No]",1,""
headlines8472,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Direction Down pertaining to gold? Your response should be Yes or No.
Text: gold zooms above rs 32,000-level on strong marriage season demand
Answer:",No,"[Yes, No]",1,""
headlines8473,"Look for indications that the price of gold is increasing. In the news headline, can you identify a PastPrice pertaining to gold? Your response should be Yes or No.
Text: gold zooms above rs 32,000-level on strong marriage season demand
Answer:",Yes,"[Yes, No]",0,""
headlines8474,"Look for indications that the price of gold is increasing. In the news headline, can you identify a FuturePrice pertaining to gold? Your response should be Yes or No.
Text: gold zooms above rs 32,000-level on strong marriage season demand
Answer:",No,"[Yes, No]",1,""
headlines8475,"Look for indications that the price of gold is increasing. In the news headline, can you identify a PastNews pertaining to gold? Your response should be Yes or No.
Text: gold zooms above rs 32,000-level on strong marriage season demand
Answer:",No,"[Yes, No]",1,""
headlines8476,"Look for indications that the price of gold is increasing. In the news headline, can you identify a FutureNews pertaining to gold? Your response should be Yes or No.
Text: gold zooms above rs 32,000-level on strong marriage season demand
Answer:",No,"[Yes, No]",1,""
headlines8477,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Asset Comparision pertaining to gold? Your response should be Yes or No.
Text: gold zooms above rs 32,000-level on strong marriage season demand
Answer:",No,"[Yes, No]",1,""
headlines8478,"Consider whether the headline mentions the price of gold. Is the news headline discussing a Price or Not related to gold? Please respond with Yes or No.
Text: FTSE 100 ends lower as drug firms, gold miners fade after Trump-rally
Answer:",No,"[Yes, No]",1,""
headlines8479,"Consider whether the headline mentions the price of gold. Is the news headline discussing a Direction Up related to gold? Please respond with Yes or No.
Text: FTSE 100 ends lower as drug firms, gold miners fade after Trump-rally
Answer:",No,"[Yes, No]",1,""
headlines8480,"Consider whether the headline mentions the price of gold. Is the news headline discussing a Direction Constant related to gold? Please respond with Yes or No.
Text: FTSE 100 ends lower as drug firms, gold miners fade after Trump-rally
Answer:",No,"[Yes, No]",1,""
headlines8481,"Consider whether the headline mentions the price of gold. Is the news headline discussing a Direction Down related to gold? Please respond with Yes or No.
Text: FTSE 100 ends lower as drug firms, gold miners fade after Trump-rally
Answer:",Yes,"[Yes, No]",0,""
headlines8482,"Consider whether the headline mentions the price of gold. Is the news headline discussing a PastPrice related to gold? Please respond with Yes or No.
Text: FTSE 100 ends lower as drug firms, gold miners fade after Trump-rally
Answer:",No,"[Yes, No]",1,""
headlines8483,"Consider whether the headline mentions the price of gold. Is the news headline discussing a FuturePrice related to gold? Please respond with Yes or No.
Text: FTSE 100 ends lower as drug firms, gold miners fade after Trump-rally
Answer:",No,"[Yes, No]",1,""
headlines8484,"Consider whether the headline mentions the price of gold. Is the news headline discussing a PastNews related to gold? Please respond with Yes or No.
Text: FTSE 100 ends lower as drug firms, gold miners fade after Trump-rally
Answer:",Yes,"[Yes, No]",0,""
headlines8485,"Consider whether the headline mentions the price of gold. Is the news headline discussing a FutureNews related to gold? Please respond with Yes or No.
Text: FTSE 100 ends lower as drug firms, gold miners fade after Trump-rally
Answer:",No,"[Yes, No]",1,""
headlines8486,"Consider whether the headline mentions the price of gold. Is the news headline discussing a Asset Comparision related to gold? Please respond with Yes or No.
Text: FTSE 100 ends lower as drug firms, gold miners fade after Trump-rally
Answer:",No,"[Yes, No]",1,""
headlines8487,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Price or Not in gold commodities? Please answer Yes or No.
Text: Commodities outlook: Gold, base metals pare gains; crude oil sees a fresh spike
Answer:",Yes,"[Yes, No]",0,""
headlines8488,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Direction Up in gold commodities? Please answer Yes or No.
Text: Commodities outlook: Gold, base metals pare gains; crude oil sees a fresh spike
Answer:",Yes,"[Yes, No]",0,""
headlines8489,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Direction Constant in gold commodities? Please answer Yes or No.
Text: Commodities outlook: Gold, base metals pare gains; crude oil sees a fresh spike
Answer:",No,"[Yes, No]",1,""
headlines8490,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Direction Down in gold commodities? Please answer Yes or No.
Text: Commodities outlook: Gold, base metals pare gains; crude oil sees a fresh spike
Answer:",No,"[Yes, No]",1,""
headlines8491,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a PastPrice in gold commodities? Please answer Yes or No.
Text: Commodities outlook: Gold, base metals pare gains; crude oil sees a fresh spike
Answer:",Yes,"[Yes, No]",0,""
headlines8492,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a FuturePrice in gold commodities? Please answer Yes or No.
Text: Commodities outlook: Gold, base metals pare gains; crude oil sees a fresh spike
Answer:",No,"[Yes, No]",1,""
headlines8493,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a PastNews in gold commodities? Please answer Yes or No.
Text: Commodities outlook: Gold, base metals pare gains; crude oil sees a fresh spike
Answer:",No,"[Yes, No]",1,""
headlines8494,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a FutureNews in gold commodities? Please answer Yes or No.
Text: Commodities outlook: Gold, base metals pare gains; crude oil sees a fresh spike
Answer:",No,"[Yes, No]",1,""
headlines8495,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Asset Comparision in gold commodities? Please answer Yes or No.
Text: Commodities outlook: Gold, base metals pare gains; crude oil sees a fresh spike
Answer:",Yes,"[Yes, No]",0,""
headlines8496,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Price or Not in gold commodities? Please answer Yes or No.
Text: gold futures fall under $400, first time since dec. 2
Answer:",Yes,"[Yes, No]",0,""
headlines8497,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Direction Up in gold commodities? Please answer Yes or No.
Text: gold futures fall under $400, first time since dec. 2
Answer:",No,"[Yes, No]",1,""
headlines8498,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Direction Constant in gold commodities? Please answer Yes or No.
Text: gold futures fall under $400, first time since dec. 2
Answer:",No,"[Yes, No]",1,""
headlines8499,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Direction Down in gold commodities? Please answer Yes or No.
Text: gold futures fall under $400, first time since dec. 2
Answer:",Yes,"[Yes, No]",0,""
headlines8500,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a PastPrice in gold commodities? Please answer Yes or No.
Text: gold futures fall under $400, first time since dec. 2
Answer:",Yes,"[Yes, No]",0,""
headlines8501,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a FuturePrice in gold commodities? Please answer Yes or No.
Text: gold futures fall under $400, first time since dec. 2
Answer:",No,"[Yes, No]",1,""
headlines8502,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a PastNews in gold commodities? Please answer Yes or No.
Text: gold futures fall under $400, first time since dec. 2
Answer:",No,"[Yes, No]",1,""
headlines8503,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a FutureNews in gold commodities? Please answer Yes or No.
Text: gold futures fall under $400, first time since dec. 2
Answer:",No,"[Yes, No]",1,""
headlines8504,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Asset Comparision in gold commodities? Please answer Yes or No.
Text: gold futures fall under $400, first time since dec. 2
Answer:",No,"[Yes, No]",1,""
headlines8505,"Look for any mention of future gold prices. Does the news headline suggest a Price or Not for gold? Your response should be Yes or No.
Text: gold falls modestly, ending 3-day winning streak
Answer:",Yes,"[Yes, No]",0,""
headlines8506,"Look for any mention of future gold prices. Does the news headline suggest a Direction Up for gold? Your response should be Yes or No.
Text: gold falls modestly, ending 3-day winning streak
Answer:",No,"[Yes, No]",1,""
headlines8507,"Look for any mention of future gold prices. Does the news headline suggest a Direction Constant for gold? Your response should be Yes or No.
Text: gold falls modestly, ending 3-day winning streak
Answer:",No,"[Yes, No]",1,""
headlines8508,"Look for any mention of future gold prices. Does the news headline suggest a Direction Down for gold? Your response should be Yes or No.
Text: gold falls modestly, ending 3-day winning streak
Answer:",Yes,"[Yes, No]",0,""
headlines8509,"Look for any mention of future gold prices. Does the news headline suggest a PastPrice for gold? Your response should be Yes or No.
Text: gold falls modestly, ending 3-day winning streak
Answer:",Yes,"[Yes, No]",0,""
headlines8510,"Look for any mention of future gold prices. Does the news headline suggest a FuturePrice for gold? Your response should be Yes or No.
Text: gold falls modestly, ending 3-day winning streak
Answer:",No,"[Yes, No]",1,""
headlines8511,"Look for any mention of future gold prices. Does the news headline suggest a PastNews for gold? Your response should be Yes or No.
Text: gold falls modestly, ending 3-day winning streak
Answer:",No,"[Yes, No]",1,""
headlines8512,"Look for any mention of future gold prices. Does the news headline suggest a FutureNews for gold? Your response should be Yes or No.
Text: gold falls modestly, ending 3-day winning streak
Answer:",No,"[Yes, No]",1,""
headlines8513,"Look for any mention of future gold prices. Does the news headline suggest a Asset Comparision for gold? Your response should be Yes or No.
Text: gold falls modestly, ending 3-day winning streak
Answer:",No,"[Yes, No]",1,""
headlines8514,"Look for any mention of future gold prices. Does the news headline suggest a Price or Not for gold? Your response should be Yes or No.
Text: Gold skids on weak demand, silver too slumps
Answer:",Yes,"[Yes, No]",0,""
headlines8515,"Look for any mention of future gold prices. Does the news headline suggest a Direction Up for gold? Your response should be Yes or No.
Text: Gold skids on weak demand, silver too slumps
Answer:",No,"[Yes, No]",1,""
headlines8516,"Look for any mention of future gold prices. Does the news headline suggest a Direction Constant for gold? Your response should be Yes or No.
Text: Gold skids on weak demand, silver too slumps
Answer:",No,"[Yes, No]",1,""
headlines8517,"Look for any mention of future gold prices. Does the news headline suggest a Direction Down for gold? Your response should be Yes or No.
Text: Gold skids on weak demand, silver too slumps
Answer:",Yes,"[Yes, No]",0,""
headlines8518,"Look for any mention of future gold prices. Does the news headline suggest a PastPrice for gold? Your response should be Yes or No.
Text: Gold skids on weak demand, silver too slumps
Answer:",Yes,"[Yes, No]",0,""
headlines8519,"Look for any mention of future gold prices. Does the news headline suggest a FuturePrice for gold? Your response should be Yes or No.
Text: Gold skids on weak demand, silver too slumps
Answer:",No,"[Yes, No]",1,""
headlines8520,"Look for any mention of future gold prices. Does the news headline suggest a PastNews for gold? Your response should be Yes or No.
Text: Gold skids on weak demand, silver too slumps
Answer:",No,"[Yes, No]",1,""
headlines8521,"Look for any mention of future gold prices. Does the news headline suggest a FutureNews for gold? Your response should be Yes or No.
Text: Gold skids on weak demand, silver too slumps
Answer:",No,"[Yes, No]",1,""
headlines8522,"Look for any mention of future gold prices. Does the news headline suggest a Asset Comparision for gold? Your response should be Yes or No.
Text: Gold skids on weak demand, silver too slumps
Answer:",Yes,"[Yes, No]",0,""
headlines8523,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Price or Not pertaining to gold? Your response should be Yes or No.
Text: gold settles 0.3% higher at $1,500.20 an ounce
Answer:",Yes,"[Yes, No]",0,""
headlines8524,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Direction Up pertaining to gold? Your response should be Yes or No.
Text: gold settles 0.3% higher at $1,500.20 an ounce
Answer:",Yes,"[Yes, No]",0,""
headlines8525,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Direction Constant pertaining to gold? Your response should be Yes or No.
Text: gold settles 0.3% higher at $1,500.20 an ounce
Answer:",No,"[Yes, No]",1,""
headlines8526,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Direction Down pertaining to gold? Your response should be Yes or No.
Text: gold settles 0.3% higher at $1,500.20 an ounce
Answer:",No,"[Yes, No]",1,""
headlines8527,"Look for indications that the price of gold is increasing. In the news headline, can you identify a PastPrice pertaining to gold? Your response should be Yes or No.
Text: gold settles 0.3% higher at $1,500.20 an ounce
Answer:",Yes,"[Yes, No]",0,""
headlines8528,"Look for indications that the price of gold is increasing. In the news headline, can you identify a FuturePrice pertaining to gold? Your response should be Yes or No.
Text: gold settles 0.3% higher at $1,500.20 an ounce
Answer:",No,"[Yes, No]",1,""
headlines8529,"Look for indications that the price of gold is increasing. In the news headline, can you identify a PastNews pertaining to gold? Your response should be Yes or No.
Text: gold settles 0.3% higher at $1,500.20 an ounce
Answer:",No,"[Yes, No]",1,""
headlines8530,"Look for indications that the price of gold is increasing. In the news headline, can you identify a FutureNews pertaining to gold? Your response should be Yes or No.
Text: gold settles 0.3% higher at $1,500.20 an ounce
Answer:",No,"[Yes, No]",1,""
headlines8531,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Asset Comparision pertaining to gold? Your response should be Yes or No.
Text: gold settles 0.3% higher at $1,500.20 an ounce
Answer:",No,"[Yes, No]",1,""
headlines8532,"Look for any mention of future gold prices. Does the news headline suggest a Price or Not for gold? Your response should be Yes or No.
Text: india : high prices take sheen off gold sales on dhanteras
Answer:",Yes,"[Yes, No]",0,""
headlines8533,"Look for any mention of future gold prices. Does the news headline suggest a Direction Up for gold? Your response should be Yes or No.
Text: india : high prices take sheen off gold sales on dhanteras
Answer:",Yes,"[Yes, No]",0,""
headlines8534,"Look for any mention of future gold prices. Does the news headline suggest a Direction Constant for gold? Your response should be Yes or No.
Text: india : high prices take sheen off gold sales on dhanteras
Answer:",No,"[Yes, No]",1,""
headlines8535,"Look for any mention of future gold prices. Does the news headline suggest a Direction Down for gold? Your response should be Yes or No.
Text: india : high prices take sheen off gold sales on dhanteras
Answer:",No,"[Yes, No]",1,""
headlines8536,"Look for any mention of future gold prices. Does the news headline suggest a PastPrice for gold? Your response should be Yes or No.
Text: india : high prices take sheen off gold sales on dhanteras
Answer:",Yes,"[Yes, No]",0,""
headlines8537,"Look for any mention of future gold prices. Does the news headline suggest a FuturePrice for gold? Your response should be Yes or No.
Text: india : high prices take sheen off gold sales on dhanteras
Answer:",No,"[Yes, No]",1,""
headlines8538,"Look for any mention of future gold prices. Does the news headline suggest a PastNews for gold? Your response should be Yes or No.
Text: india : high prices take sheen off gold sales on dhanteras
Answer:",No,"[Yes, No]",1,""
headlines8539,"Look for any mention of future gold prices. Does the news headline suggest a FutureNews for gold? Your response should be Yes or No.
Text: india : high prices take sheen off gold sales on dhanteras
Answer:",No,"[Yes, No]",1,""
headlines8540,"Look for any mention of future gold prices. Does the news headline suggest a Asset Comparision for gold? Your response should be Yes or No.
Text: india : high prices take sheen off gold sales on dhanteras
Answer:",No,"[Yes, No]",1,""
headlines8541,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Price or Not pertaining to gold? Your response should be Yes or No.
Text: Gold, Silver may trade higher today: Angel Commodities
Answer:",Yes,"[Yes, No]",0,""
headlines8542,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Direction Up pertaining to gold? Your response should be Yes or No.
Text: Gold, Silver may trade higher today: Angel Commodities
Answer:",Yes,"[Yes, No]",0,""
headlines8543,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Direction Constant pertaining to gold? Your response should be Yes or No.
Text: Gold, Silver may trade higher today: Angel Commodities
Answer:",No,"[Yes, No]",1,""
