id,query,answer,choices,gold,text
65,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 0.0, A2: 33.08, A3: 1.625, A4: 2.0, A5: 2.0, A6: 4.0, A7: 0.54, A8: 0.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 0.0, A14: 1.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 0.0, A2: 33.08, A3: 1.625, A4: 2.0, A5: 2.0, A6: 4.0, A7: 0.54, A8: 0.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 0.0, A14: 1.0."
66,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 37.5, A3: 1.125, A4: 1.0, A5: 2.0, A6: 4.0, A7: 1.5, A8: 0.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 431.0, A14: 1.0. 
",good,"[good, bad]",0,"The client has attributes: A1: 1.0, A2: 37.5, A3: 1.125, A4: 1.0, A5: 2.0, A6: 4.0, A7: 1.5, A8: 0.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 431.0, A14: 1.0."
67,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 0.0, A2: 24.75, A3: 13.665, A4: 2.0, A5: 11.0, A6: 8.0, A7: 1.5, A8: 0.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 2.0, A13: 280.0, A14: 2.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 0.0, A2: 24.75, A3: 13.665, A4: 2.0, A5: 11.0, A6: 8.0, A7: 1.5, A8: 0.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 2.0, A13: 280.0, A14: 2.0."
68,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 16.33, A3: 4.085, A4: 2.0, A5: 3.0, A6: 8.0, A7: 0.415, A8: 0.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 120.0, A14: 1.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 1.0, A2: 16.33, A3: 4.085, A4: 2.0, A5: 3.0, A6: 8.0, A7: 0.415, A8: 0.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 120.0, A14: 1.0."
69,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 0.0, A2: 25.25, A3: 12.5, A4: 2.0, A5: 2.0, A6: 4.0, A7: 1.0, A8: 0.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 180.0, A14: 1063.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 0.0, A2: 25.25, A3: 12.5, A4: 2.0, A5: 2.0, A6: 4.0, A7: 1.0, A8: 0.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 180.0, A14: 1063.0."
70,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 0.0, A2: 18.08, A3: 0.375, A4: 3.0, A5: 13.0, A6: 1.0, A7: 10.0, A8: 0.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 1.0, A13: 300.0, A14: 1.0. 
",good,"[good, bad]",0,"The client has attributes: A1: 0.0, A2: 18.08, A3: 0.375, A4: 3.0, A5: 13.0, A6: 1.0, A7: 10.0, A8: 0.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 1.0, A13: 300.0, A14: 1.0."
71,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 22.0, A3: 7.835, A4: 1.0, A5: 3.0, A6: 5.0, A7: 0.165, A8: 0.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 184.0, A14: 1.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 1.0, A2: 22.0, A3: 7.835, A4: 1.0, A5: 3.0, A6: 5.0, A7: 0.165, A8: 0.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 184.0, A14: 1.0."
72,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 18.33, A3: 1.21, A4: 1.0, A5: 10.0, A6: 2.0, A7: 0.0, A8: 0.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 2.0, A13: 100.0, A14: 1.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 1.0, A2: 18.33, A3: 1.21, A4: 1.0, A5: 10.0, A6: 2.0, A7: 0.0, A8: 0.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 2.0, A13: 100.0, A14: 1.0."
73,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 28.25, A3: 5.125, A4: 2.0, A5: 14.0, A6: 4.0, A7: 4.75, A8: 1.0, A9: 1.0, A10: 2.0, A11: 0.0, A12: 2.0, A13: 420.0, A14: 8.0. 
",good,"[good, bad]",0,"The client has attributes: A1: 1.0, A2: 28.25, A3: 5.125, A4: 2.0, A5: 14.0, A6: 4.0, A7: 4.75, A8: 1.0, A9: 1.0, A10: 2.0, A11: 0.0, A12: 2.0, A13: 420.0, A14: 8.0."
74,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 0.0, A2: 40.33, A3: 7.54, A4: 1.0, A5: 11.0, A6: 8.0, A7: 8.0, A8: 1.0, A9: 1.0, A10: 14.0, A11: 0.0, A12: 2.0, A13: 0.0, A14: 2301.0. 
",good,"[good, bad]",0,"The client has attributes: A1: 0.0, A2: 40.33, A3: 7.54, A4: 1.0, A5: 11.0, A6: 8.0, A7: 8.0, A8: 1.0, A9: 1.0, A10: 14.0, A11: 0.0, A12: 2.0, A13: 0.0, A14: 2301.0."
75,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 42.17, A3: 5.04, A4: 2.0, A5: 11.0, A6: 8.0, A7: 12.75, A8: 1.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 92.0, A14: 1.0. 
",good,"[good, bad]",0,"The client has attributes: A1: 1.0, A2: 42.17, A3: 5.04, A4: 2.0, A5: 11.0, A6: 8.0, A7: 12.75, A8: 1.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 92.0, A14: 1.0."
76,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 0.0, A2: 25.17, A3: 2.875, A4: 2.0, A5: 14.0, A6: 8.0, A7: 0.875, A8: 1.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 2.0, A13: 360.0, A14: 1.0. 
",good,"[good, bad]",0,"The client has attributes: A1: 0.0, A2: 25.17, A3: 2.875, A4: 2.0, A5: 14.0, A6: 8.0, A7: 0.875, A8: 1.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 2.0, A13: 360.0, A14: 1.0."
77,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 0.0, A2: 33.25, A3: 2.5, A4: 1.0, A5: 8.0, A6: 4.0, A7: 2.5, A8: 0.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 0.0, A14: 3.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 0.0, A2: 33.25, A3: 2.5, A4: 1.0, A5: 8.0, A6: 4.0, A7: 2.5, A8: 0.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 0.0, A14: 3.0."
78,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 29.5, A3: 0.58, A4: 2.0, A5: 9.0, A6: 4.0, A7: 0.29, A8: 0.0, A9: 1.0, A10: 1.0, A11: 0.0, A12: 2.0, A13: 340.0, A14: 2804.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 1.0, A2: 29.5, A3: 0.58, A4: 2.0, A5: 9.0, A6: 4.0, A7: 0.29, A8: 0.0, A9: 1.0, A10: 1.0, A11: 0.0, A12: 2.0, A13: 340.0, A14: 2804.0."
79,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 22.75, A3: 11.5, A4: 2.0, A5: 3.0, A6: 4.0, A7: 0.415, A8: 0.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 2.0, A13: 0.0, A14: 1.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 1.0, A2: 22.75, A3: 11.5, A4: 2.0, A5: 3.0, A6: 4.0, A7: 0.415, A8: 0.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 2.0, A13: 0.0, A14: 1.0."
80,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 37.5, A3: 1.75, A4: 1.0, A5: 8.0, A6: 5.0, A7: 0.25, A8: 1.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 164.0, A14: 401.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 1.0, A2: 37.5, A3: 1.75, A4: 1.0, A5: 8.0, A6: 5.0, A7: 0.25, A8: 1.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 164.0, A14: 401.0."
81,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 33.58, A3: 2.75, A4: 2.0, A5: 7.0, A6: 4.0, A7: 4.25, A8: 1.0, A9: 1.0, A10: 6.0, A11: 0.0, A12: 2.0, A13: 204.0, A14: 1.0. 
",good,"[good, bad]",0,"The client has attributes: A1: 1.0, A2: 33.58, A3: 2.75, A4: 2.0, A5: 7.0, A6: 4.0, A7: 4.25, A8: 1.0, A9: 1.0, A10: 6.0, A11: 0.0, A12: 2.0, A13: 204.0, A14: 1.0."
82,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 0.0, A2: 18.83, A3: 9.54, A4: 2.0, A5: 6.0, A6: 4.0, A7: 0.085, A8: 1.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 2.0, A13: 100.0, A14: 1.0. 
",good,"[good, bad]",0,"The client has attributes: A1: 0.0, A2: 18.83, A3: 9.54, A4: 2.0, A5: 6.0, A6: 4.0, A7: 0.085, A8: 1.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 2.0, A13: 100.0, A14: 1.0."
83,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 28.25, A3: 0.875, A4: 2.0, A5: 7.0, A6: 4.0, A7: 0.96, A8: 1.0, A9: 1.0, A10: 3.0, A11: 1.0, A12: 2.0, A13: 396.0, A14: 1.0. 
",good,"[good, bad]",0,"The client has attributes: A1: 1.0, A2: 28.25, A3: 0.875, A4: 2.0, A5: 7.0, A6: 4.0, A7: 0.96, A8: 1.0, A9: 1.0, A10: 3.0, A11: 1.0, A12: 2.0, A13: 396.0, A14: 1.0."
84,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 18.08, A3: 6.75, A4: 1.0, A5: 7.0, A6: 4.0, A7: 0.04, A8: 0.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 2.0, A13: 140.0, A14: 1.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 1.0, A2: 18.08, A3: 6.75, A4: 1.0, A5: 7.0, A6: 4.0, A7: 0.04, A8: 0.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 2.0, A13: 140.0, A14: 1.0."
85,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 19.5, A3: 9.585, A4: 2.0, A5: 6.0, A6: 4.0, A7: 0.79, A8: 0.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 2.0, A13: 80.0, A14: 351.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 1.0, A2: 19.5, A3: 9.585, A4: 2.0, A5: 6.0, A6: 4.0, A7: 0.79, A8: 0.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 2.0, A13: 80.0, A14: 351.0."
86,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 20.67, A3: 5.29, A4: 2.0, A5: 11.0, A6: 4.0, A7: 0.375, A8: 1.0, A9: 1.0, A10: 1.0, A11: 0.0, A12: 2.0, A13: 160.0, A14: 1.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 1.0, A2: 20.67, A3: 5.29, A4: 2.0, A5: 11.0, A6: 4.0, A7: 0.375, A8: 1.0, A9: 1.0, A10: 1.0, A11: 0.0, A12: 2.0, A13: 160.0, A14: 1.0."
87,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 0.0, A2: 19.58, A3: 0.665, A4: 2.0, A5: 9.0, A6: 4.0, A7: 1.665, A8: 0.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 2.0, A13: 220.0, A14: 6.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 0.0, A2: 19.58, A3: 0.665, A4: 2.0, A5: 9.0, A6: 4.0, A7: 1.665, A8: 0.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 2.0, A13: 220.0, A14: 6.0."
88,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 22.25, A3: 9.0, A4: 2.0, A5: 6.0, A6: 4.0, A7: 0.085, A8: 0.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 2.0, A13: 0.0, A14: 1.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 1.0, A2: 22.25, A3: 9.0, A4: 2.0, A5: 6.0, A6: 4.0, A7: 0.085, A8: 0.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 2.0, A13: 0.0, A14: 1.0."
89,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 38.42, A3: 0.705, A4: 2.0, A5: 8.0, A6: 4.0, A7: 0.375, A8: 0.0, A9: 1.0, A10: 2.0, A11: 0.0, A12: 2.0, A13: 225.0, A14: 501.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 1.0, A2: 38.42, A3: 0.705, A4: 2.0, A5: 8.0, A6: 4.0, A7: 0.375, A8: 0.0, A9: 1.0, A10: 2.0, A11: 0.0, A12: 2.0, A13: 225.0, A14: 501.0."
90,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 74.83, A3: 19.0, A4: 1.0, A5: 1.0, A6: 1.0, A7: 0.04, A8: 0.0, A9: 1.0, A10: 2.0, A11: 0.0, A12: 2.0, A13: 0.0, A14: 352.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 1.0, A2: 74.83, A3: 19.0, A4: 1.0, A5: 1.0, A6: 1.0, A7: 0.04, A8: 0.0, A9: 1.0, A10: 2.0, A11: 0.0, A12: 2.0, A13: 0.0, A14: 352.0."
91,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 21.58, A3: 0.79, A4: 1.0, A5: 13.0, A6: 4.0, A7: 0.665, A8: 0.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 2.0, A13: 160.0, A14: 1.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 1.0, A2: 21.58, A3: 0.79, A4: 1.0, A5: 13.0, A6: 4.0, A7: 0.665, A8: 0.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 2.0, A13: 160.0, A14: 1.0."
92,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 0.0, A2: 38.33, A3: 4.415, A4: 2.0, A5: 8.0, A6: 4.0, A7: 0.125, A8: 0.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 2.0, A13: 160.0, A14: 1.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 0.0, A2: 38.33, A3: 4.415, A4: 2.0, A5: 8.0, A6: 4.0, A7: 0.125, A8: 0.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 2.0, A13: 160.0, A14: 1.0."
93,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 25.17, A3: 3.5, A4: 2.0, A5: 13.0, A6: 4.0, A7: 0.625, A8: 1.0, A9: 1.0, A10: 7.0, A11: 0.0, A12: 2.0, A13: 0.0, A14: 7060.0. 
",good,"[good, bad]",0,"The client has attributes: A1: 1.0, A2: 25.17, A3: 3.5, A4: 2.0, A5: 13.0, A6: 4.0, A7: 0.625, A8: 1.0, A9: 1.0, A10: 7.0, A11: 0.0, A12: 2.0, A13: 0.0, A14: 7060.0."
