query,answer,label,text
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: In connection with this Agreement , Borrower has delivered to Agent and Lenders a completed perfection certificate signed by Borrower ( the "" Perfection Certificate "").
Answer:","Borrower, PER
Borrower, PER","[O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O]","In connection with this Agreement , Borrower has delivered to Agent and Lenders a completed perfection certificate signed by Borrower ( the "" Perfection Certificate "")."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower represents and warrants to Agent and each Lender that ( a ) Borrower ' s exact legal name is that indicated on the Perfection Certificate and on the signature page hereof ; ( b ) Borrower is an organization of the type and is organized in the jurisdiction set forth in the Perfection Certificate ; ( c ) the Perfection Certificate accurately sets forth Borrower ' s organizational identification number or accurately states that Borrower has none ; ( d ) the Perfection Certificate accurately sets forth Borrower ' s place of business , or , if more than one , its chief executive office as well as Borrower ' s mailing address ( if different than its chief executive office ) ( or as Borrower has given Agent notice pursuant to Section 7 . 2 ); ( e ) except as disclosed on the Perfection Certificate , Borrower ( and each of its predecessors ) has not , in the past five ( 5 ) years , changed its jurisdiction of formation , organizational structure or type , or any organizational number assigned by its jurisdiction ; and ( f ) all other information set forth on the Perfection Certificate pertaining to Borrower and each of its Subsidiaries is accurate and complete .
Answer:","Borrower, PER
Lender, PER
Borrower, PER
Borrower, PER
Borrower, PER
Borrower, PER
Borrower, PER
Borrower, PER
Borrower, PER
Borrower, PER
Borrower, PER","[B-PER, O, O, O, O, O, O, O, B-PER, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O]","Borrower represents and warrants to Agent and each Lender that ( a ) Borrower ' s exact legal name is that indicated on the Perfection Certificate and on the signature page hereof ; ( b ) Borrower is an organization of the type and is organized in the jurisdiction set forth in the Perfection Certificate ; ( c ) the Perfection Certificate accurately sets forth Borrower ' s organizational identification number or accurately states that Borrower has none ; ( d ) the Perfection Certificate accurately sets forth Borrower ' s place of business , or , if more than one , its chief executive office as well as Borrower ' s mailing address ( if different than its chief executive office ) ( or as Borrower has given Agent notice pursuant to Section 7 . 2 ); ( e ) except as disclosed on the Perfection Certificate , Borrower ( and each of its predecessors ) has not , in the past five ( 5 ) years , changed its jurisdiction of formation , organizational structure or type , or any organizational number assigned by its jurisdiction ; and ( f ) all other information set forth on the Perfection Certificate pertaining to Borrower and each of its Subsidiaries is accurate and complete ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: If Borrower is not now a Registered Organization but later becomes one , Borrower shall promptly notify Agent of such occurrence and provide Agent with Borrower ' s organizational identification number .
Answer:","Borrower, PER
Borrower, PER
Borrower, PER","[O, B-PER, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O]","If Borrower is not now a Registered Organization but later becomes one , Borrower shall promptly notify Agent of such occurrence and provide Agent with Borrower ' s organizational identification number ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: - 4 - The execution , delivery and performance of the Loan Documents have been duly authorized , and do not conflict with Borrower ' s organizational documents , nor constitute an event of default under any material agreement by which Borrower is bound .
Answer:","Borrower, PER
Borrower, PER","[O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O]","- 4 - The execution , delivery and performance of the Loan Documents have been duly authorized , and do not conflict with Borrower ' s organizational documents , nor constitute an event of default under any material agreement by which Borrower is bound ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower is not in default under any agreement to which it is a party or by which it is bound in which the default could reasonably be expected to have a material adverse effect on Borrower ' s business .
Answer:","Borrower, PER
Borrower, PER","[B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O]",Borrower is not in default under any agreement to which it is a party or by which it is bound in which the default could reasonably be expected to have a material adverse effect on Borrower ' s business .
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower has good title to , has rights in , and the power to transfer each item of the Collateral upon which it purports to grant a Lien hereunder , free and clear of any and all Liens except Permitted Liens .
Answer:","Borrower, PER","[B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","Borrower has good title to , has rights in , and the power to transfer each item of the Collateral upon which it purports to grant a Lien hereunder , free and clear of any and all Liens except Permitted Liens ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower has no deposit accounts other than the deposit accounts with Agent , the deposit accounts , if any , described in the Perfection Certificate delivered to Agent and Lenders in connection herewith , or of which Borrower has given Agent notice and taken such actions as are necessary to give Agent and Lenders a perfected security interest therein .
Answer:","Borrower, PER
Borrower, PER","[B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","Borrower has no deposit accounts other than the deposit accounts with Agent , the deposit accounts , if any , described in the Perfection Certificate delivered to Agent and Lenders in connection herewith , or of which Borrower has given Agent notice and taken such actions as are necessary to give Agent and Lenders a perfected security interest therein ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: The Collateral is not in the possession of any third party bailee ( such as a warehouse ), except as otherwise provided in the Perfection Certificate or as Borrower has given Agent notice pursuant to Section 7 . 2 .
Answer:","Borrower, PER","[O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O]","The Collateral is not in the possession of any third party bailee ( such as a warehouse ), except as otherwise provided in the Perfection Certificate or as Borrower has given Agent notice pursuant to Section 7 . 2 ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: None of the components of the Collateral shall be maintained at locations other than as provided in the Perfection Certificate or as Borrower has given Agent notice pursuant to Section 7 . 2 .
Answer:","Borrower, PER","[O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O]",None of the components of the Collateral shall be maintained at locations other than as provided in the Perfection Certificate or as Borrower has given Agent notice pursuant to Section 7 . 2 .
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: In the event that Borrower , after the date hereof , intends to store or otherwise deliver any portion ( in excess of Fifty Thousand Dollars ($ 50 , 000 . 00 ) in the aggregate ) of the Collateral to a bailee , then Borrower will first receive the written consent of Agent and such bailee must execute and deliver a bailee agreement in form and substance satisfactory to Agent in its reasonable discretion All Inventory is in all material respects of good and marketable quality , free from material defects .
Answer:","Borrower, PER
Borrower, PER","[O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","In the event that Borrower , after the date hereof , intends to store or otherwise deliver any portion ( in excess of Fifty Thousand Dollars ($ 50 , 000 . 00 ) in the aggregate ) of the Collateral to a bailee , then Borrower will first receive the written consent of Agent and such bailee must execute and deliver a bailee agreement in form and substance satisfactory to Agent in its reasonable discretion All Inventory is in all material respects of good and marketable quality , free from material defects ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Except as noted on the Perfection Certificate , Borrower is not a party to , nor is bound by , any material license or other agreement with respect to which Borrower is the licensee that prohibits or otherwise restricts Borrower from granting a security interest in Borrower ' s interest in such license or agreement or any other property .
Answer:","Borrower, PER
Borrower, PER
Borrower, PER
Borrower, PER","[O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O]","Except as noted on the Perfection Certificate , Borrower is not a party to , nor is bound by , any material license or other agreement with respect to which Borrower is the licensee that prohibits or otherwise restricts Borrower from granting a security interest in Borrower ' s interest in such license or agreement or any other property ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower shall provide written notice to Agent within thirty ( 30 ) days after entering or becoming bound by any such license or agreement which is reasonably likely to have a material impact on Borrower ' s business or financial condition ( other than over - the - counter software that is commercially available to the public ).
Answer:","Borrower, PER
Borrower, PER","[B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]",Borrower shall provide written notice to Agent within thirty ( 30 ) days after entering or becoming bound by any such license or agreement which is reasonably likely to have a material impact on Borrower ' s business or financial condition ( other than over - the - counter software that is commercially available to the public ).
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower shall take such steps as Agent requests to obtain the consent of , or waiver by , any person whose consent or waiver is necessary for all such licenses or contract rights to be deemed "" Collateral "" and for Agent and Lenders to have a security interest in it that might otherwise be restricted or prohibited by law or by the terms of any such license or agreement ( such consent or authorization may include a licensor ' s agreement to a contingent assignment of the license to Agent if Agent determines that is necessary in its good faith judgment ), whether now existing or entered into in the future .
Answer:","Borrower, PER","[B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","Borrower shall take such steps as Agent requests to obtain the consent of , or waiver by , any person whose consent or waiver is necessary for all such licenses or contract rights to be deemed "" Collateral "" and for Agent and Lenders to have a security interest in it that might otherwise be restricted or prohibited by law or by the terms of any such license or agreement ( such consent or authorization may include a licensor ' s agreement to a contingent assignment of the license to Agent if Agent determines that is necessary in its good faith judgment ), whether now existing or entered into in the future ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Except as disclosed on the Perfection Certificate or as Borrower has given notice pursuant to Section 6 . 2 ( a ), there are no actions or proceedings pending or , to the knowledge of the Responsible Officers , threatened in writing by or against Borrower or any of its Subsidiaries that could reasonably be expected to result in damages payable by Borrower or any of its Subsidiaries in an amount involving more than Two Hundred Fifty Thousand Dollars ($ 250 , 000 . 00 ).
Answer:","Borrower, PER
Borrower, PER
Borrower, PER","[O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","Except as disclosed on the Perfection Certificate or as Borrower has given notice pursuant to Section 6 . 2 ( a ), there are no actions or proceedings pending or , to the knowledge of the Responsible Officers , threatened in writing by or against Borrower or any of its Subsidiaries that could reasonably be expected to result in damages payable by Borrower or any of its Subsidiaries in an amount involving more than Two Hundred Fifty Thousand Dollars ($ 250 , 000 . 00 )."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: All consolidated financial statements for Borrower and any of its Subsidiaries delivered to Agent fairly present in all material respects Borrower ' s consolidated financial condition and Borrower ' s consolidated results of operations as of the dates and for the periods presented .
Answer:","Borrower, PER
Borrower, PER
Borrower, PER","[O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]",All consolidated financial statements for Borrower and any of its Subsidiaries delivered to Agent fairly present in all material respects Borrower ' s consolidated financial condition and Borrower ' s consolidated results of operations as of the dates and for the periods presented .
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: As of the date of this Agreement , there has not been any material deterioration in Borrower ' s consolidated financial condition since the date of the most recent financial statements submitted to Agent .
Answer:","Borrower, PER","[O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","As of the date of this Agreement , there has not been any material deterioration in Borrower ' s consolidated financial condition since the date of the most recent financial statements submitted to Agent ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: The fair salable value of Borrower ' s assets ( including goodwill minus disposition costs ) exceeds the fair value of its liabilities ; Borrower is not left with unreasonably small capital after the transactions in this Agreement ; and Borrower is able to pay its debts ( including trade debts ) as they mature .
Answer:","Borrower, PER
Borrower, PER
Borrower, PER","[O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]",The fair salable value of Borrower ' s assets ( including goodwill minus disposition costs ) exceeds the fair value of its liabilities ; Borrower is not left with unreasonably small capital after the transactions in this Agreement ; and Borrower is able to pay its debts ( including trade debts ) as they mature .
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower is not an "" investment company "" or a company "" controlled "" by an "" investment company "" under the Investment Company Act of 1940 .
Answer:","Borrower, PER","[B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","Borrower is not an "" investment company "" or a company "" controlled "" by an "" investment company "" under the Investment Company Act of 1940 ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower is not engaged as one of its important activities in extending credit for margin stock ( under Regulations T and U of the Federal Reserve Board of Governors ).
Answer:","Borrower, PER
Federal Reserve Board of Governors, ORG","[B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-ORG, I-ORG, I-ORG, I-ORG, I-ORG, O]",Borrower is not engaged as one of its important activities in extending credit for margin stock ( under Regulations T and U of the Federal Reserve Board of Governors ).
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower has complied in all material respects with the Federal Fair Labor Standards Act .
Answer:","Borrower, PER","[B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O]",Borrower has complied in all material respects with the Federal Fair Labor Standards Act .
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower has not violated any laws , ordinances or rules , the violation of which could reasonably be expected to have a material adverse effect on its business .
Answer:","Borrower, PER","[B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","Borrower has not violated any laws , ordinances or rules , the violation of which could reasonably be expected to have a material adverse effect on its business ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: None of Borrower ' s or any of its Subsidiaries ' properties or assets has been used by Borrower or any Subsidiary or , to Borrower ' s knowledge , by previous Persons , in disposing , producing , storing , treating , or transporting any hazardous substance other than in material compliance with all laws .
Answer:","Borrower, PER
Borrower, PER
Borrower, PER","[O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","None of Borrower ' s or any of its Subsidiaries ' properties or assets has been used by Borrower or any Subsidiary or , to Borrower ' s knowledge , by previous Persons , in disposing , producing , storing , treating , or transporting any hazardous substance other than in material compliance with all laws ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower and each of its Subsidiaries have obtained all consents , approvals and authorizations of , made all declarations or filings with , and given all notices to , all government authorities that are necessary to continue its business as currently conducted .
Answer:","Borrower, PER","[B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","Borrower and each of its Subsidiaries have obtained all consents , approvals and authorizations of , made all declarations or filings with , and given all notices to , all government authorities that are necessary to continue its business as currently conducted ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower does not own any stock , partnership interest or other equity securities except for Permitted Investments .
Answer:","Borrower, PER","[B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","Borrower does not own any stock , partnership interest or other equity securities except for Permitted Investments ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower has timely filed all required tax returns and reports , and Borrower and its Subsidiaries have timely paid all foreign , federal , state and local taxes , assessments , deposits and contributions owed by Borrower , provided that Borrower may defer payment of any contested taxes , so long as Borrower ( a ) in good faith contests its obligation to pay the taxes by appropriate proceedings promptly and diligently instituted and conducted , and ( b ) with respect to contested amounts in excess of Two Hundred Fifty Thousand Dollars ($ 250 , 000 ), ( i ) notifies Agent in writing of the commencement of , and any material development in , the proceedings , and ( ii ) posts bonds or takes any other steps required to prevent the governmental authority levying such contested taxes from obtaining a Lien upon any of the Collateral that is other than a "" Permitted Lien "".
Answer:","Borrower, PER
Borrower, PER
Borrower, PER
Borrower, PER
Borrower, PER","[B-PER, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","Borrower has timely filed all required tax returns and reports , and Borrower and its Subsidiaries have timely paid all foreign , federal , state and local taxes , assessments , deposits and contributions owed by Borrower , provided that Borrower may defer payment of any contested taxes , so long as Borrower ( a ) in good faith contests its obligation to pay the taxes by appropriate proceedings promptly and diligently instituted and conducted , and ( b ) with respect to contested amounts in excess of Two Hundred Fifty Thousand Dollars ($ 250 , 000 ), ( i ) notifies Agent in writing of the commencement of , and any material development in , the proceedings , and ( ii ) posts bonds or takes any other steps required to prevent the governmental authority levying such contested taxes from obtaining a Lien upon any of the Collateral that is other than a "" Permitted Lien ""."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Except as set forth on the Perfection Certificate , Borrower is unaware of any claims or adjustments proposed for any of Borrower ' s prior tax years which could result in additional taxes becoming due and payable by Borrower .
Answer:","Borrower, PER
Borrower, PER
Borrower, PER","[O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O]","Except as set forth on the Perfection Certificate , Borrower is unaware of any claims or adjustments proposed for any of Borrower ' s prior tax years which could result in additional taxes becoming due and payable by Borrower ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower has paid all amounts necessary to fund all present pension , profit sharing and deferred compensation plans in accordance with their terms , and Borrower has not withdrawn from participation in , and has not permitted partial or complete termination of , or permitted the occurrence of any other event with respect to , any such plan which could reasonably be expected to result in any liability of Borrower , including any liability to the Pension Benefit Guaranty Corporation or its successors or any other governmental agency .
Answer:","Borrower, PER
Borrower, PER
Borrower, PER
Pension Benefit Guaranty Corporation, ORG","[B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, B-ORG, I-ORG, I-ORG, I-ORG, O, O, O, O, O, O, O, O, O]","Borrower has paid all amounts necessary to fund all present pension , profit sharing and deferred compensation plans in accordance with their terms , and Borrower has not withdrawn from participation in , and has not permitted partial or complete termination of , or permitted the occurrence of any other event with respect to , any such plan which could reasonably be expected to result in any liability of Borrower , including any liability to the Pension Benefit Guaranty Corporation or its successors or any other governmental agency ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower shall use the proceeds of the Credit Extensions solely to fund its general business requirements and not for personal , family , household or agricultural purposes .
Answer:","Borrower, PER","[B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","Borrower shall use the proceeds of the Credit Extensions solely to fund its general business requirements and not for personal , family , household or agricultural purposes ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: No written representation , warranty or other statement of Borrower in any certificate or written statement given to Agent or any Lender , as of the date such representation , warranty , or other statement was made , taken together with all such written certificates and written statements given to Agent or any Lender , contains any untrue statement of a material fact or omits to state a material fact necessary to make the statements contained in the certificates or statements not misleading ( it being recognized by Agent that the projections and forecasts provided by Borrower in good faith and based upon reasonable assumptions are not viewed as facts and that actual results during the period or periods covered by such projections and forecasts may differ from the projected or forecasted results ).
Answer:","Borrower, PER
Lender, PER
Lender, PER
Borrower, PER","[O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","No written representation , warranty or other statement of Borrower in any certificate or written statement given to Agent or any Lender , as of the date such representation , warranty , or other statement was made , taken together with all such written certificates and written statements given to Agent or any Lender , contains any untrue statement of a material fact or omits to state a material fact necessary to make the statements contained in the certificates or statements not misleading ( it being recognized by Agent that the projections and forecasts provided by Borrower in good faith and based upon reasonable assumptions are not viewed as facts and that actual results during the period or periods covered by such projections and forecasts may differ from the projected or forecasted results )."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower represents and warrants that IL Subsidiary , a wholly - owned subsidiary of Borrower , throughout the term of this Agreement will continue to own no assets , except for office furniture and furnishings , including computers , servers , laptops and similar office equipment .
Answer:","Borrower, PER
Borrower, PER","[B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","Borrower represents and warrants that IL Subsidiary , a wholly - owned subsidiary of Borrower , throughout the term of this Agreement will continue to own no assets , except for office furniture and furnishings , including computers , servers , laptops and similar office equipment ."
